Geneid,Entity,Symbol,0_R1,0_R2,0_R3,6_R1,6_R2,6_R3,12_R1,12_R2,12_R3,18_R1,18_R2,18_R3
gene-PA4046,host,gene-PA4046,702.0,746.0,861.0,928.0,1970.0,1115.0,615.0,1085.0,889.0,710.0,842.0,788.0
gene-PA0301,host,spuE,1084.0,1245.0,1361.0,1157.0,2484.0,1620.0,728.0,1234.0,968.0,698.0,1029.0,1472.0
gene-PA3462,host,gene-PA3462,154.0,386.0,201.0,102.0,176.0,91.0,40.0,82.0,97.0,58.0,81.0,73.0
gene-PA4616,host,gene-PA4616,307.0,418.0,349.0,607.0,1638.0,700.0,1321.0,2433.0,719.0,1196.0,1652.0,2289.0
gene-PA4137,host,gene-PA4137,91.0,190.0,87.0,83.0,98.0,69.0,42.0,62.0,65.0,62.0,87.0,65.0
gene-PA5559,host,atpE,,,,,,,,,,,,
gene-PA4735,host,gene-PA4735,1911.0,,,,,2230.0,1244.0,2256.0,2077.0,1274.0,1811.0,
gene-PA0597,host,gene-PA0597,692.0,1955.0,1811.0,950.0,1797.0,725.0,412.0,758.0,660.0,540.0,602.0,545.0
gene-PA5505,host,gene-PA5505,,1673.0,,,,,,,2211.0,,,
gene-PA1722,host,pscI,55.0,86.0,153.0,34.0,63.0,110.0,41.0,64.0,200.0,47.0,74.0,191.0
gene-PA3744,host,rimM,,,,,,,,,,,,
gene-PA1975,host,gene-PA1975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA4684,host,gene-PA4684,449.0,429.0,611.0,967.0,2282.0,1914.0,991.0,1203.0,909.0,1012.0,968.0,1486.0
gene-PA1198,host,gene-PA1198,,,,,,,,,1193.0,,,
gene-PA0557,host,gene-PA0557,185.0,368.0,298.0,126.0,338.0,239.0,137.0,228.0,260.0,138.0,240.0,227.0
gene-PA1248,host,aprF,189.0,623.0,301.0,204.0,571.0,253.0,80.0,316.0,82.0,76.0,168.0,134.0
gene-PA1653,host,gene-PA1653,175.0,327.0,205.0,158.0,333.0,143.0,116.0,146.0,219.0,93.0,153.0,175.0
gene-PA0767,host,lepA,,2300.0,,,,,,,,,,
gene-PA1958,host,gene-PA1958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3881,host,gene-PA3881,298.0,801.0,617.0,203.0,385.0,281.0,176.0,223.0,341.0,253.0,345.0,271.0
gene-PA3007,host,lexA,1162.0,1946.0,1493.0,1046.0,2341.0,1475.0,786.0,1286.0,1275.0,961.0,1425.0,1826.0
gene-PA3339,host,plpD,403.0,490.0,466.0,441.0,1061.0,833.0,441.0,634.0,607.0,563.0,645.0,837.0
gene-PA0926,host,gene-PA0926,288.0,404.0,411.0,487.0,1006.0,775.0,302.0,647.0,408.0,340.0,401.0,560.0
gene-PA5233,host,gene-PA5233,295.0,486.0,523.0,226.0,665.0,356.0,193.0,355.0,367.0,240.0,254.0,305.0
gene-PA3529,host,gene-PA3529,,,,,,,,,,,,
gene-PA0647,host,gene-PA0647,334.0,338.0,811.0,188.0,261.0,575.0,161.0,169.0,488.0,138.0,184.0,590.0
gene-PA3305.1,host,phrS,,,,1442.0,1577.0,539.0,629.0,562.0,498.0,,1993.0,532.0
gene-PA4683,host,gene-PA4683,675.0,764.0,1320.0,1193.0,1790.0,1406.0,712.0,1333.0,955.0,620.0,638.0,778.0
gene-PA3428,host,gene-PA3428,17.0,19.0,38.0,20.0,23.0,19.0,4.0,25.0,22.0,6.0,15.0,11.0
gene-PA1495,host,gene-PA1495,81.0,125.0,79.0,61.0,241.0,120.0,67.0,119.0,110.0,52.0,98.0,117.0
gene-PA3311,host,gene-PA3311,188.0,509.0,299.0,221.0,496.0,169.0,118.0,211.0,177.0,143.0,178.0,127.0
gene-PA2543,host,gene-PA2543,387.0,471.0,415.0,246.0,836.0,694.0,322.0,578.0,608.0,304.0,635.0,666.0
gene-PA4264,host,rpsJ,,,,,,,,,,,,
gene-PA1953,host,gene-PA1953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3695,host,gene-PA3695,688.0,777.0,923.0,760.0,1086.0,786.0,393.0,663.0,469.0,421.0,451.0,497.0
gene-PA0965,host,ruvC,799.0,1259.0,1317.0,1100.0,2301.0,2403.0,956.0,2226.0,1772.0,989.0,1401.0,1781.0
gene-PA0635,host,gene-PA0635,624.0,421.0,1727.0,303.0,366.0,1188.0,262.0,224.0,1086.0,211.0,288.0,1390.0
gene-PA3229,host,gene-PA3229,78.0,157.0,112.0,53.0,174.0,75.0,48.0,89.0,71.0,58.0,90.0,61.0
gene-PA0914,host,gene-PA0914,115.0,115.0,103.0,133.0,448.0,394.0,235.0,217.0,271.0,252.0,255.0,369.0
gene-PA1619,host,gene-PA1619,173.0,471.0,459.0,189.0,359.0,193.0,109.0,217.0,250.0,115.0,145.0,138.0
gene-PA2478,host,gene-PA2478,104.0,126.0,129.0,89.0,216.0,174.0,98.0,168.0,141.0,89.0,152.0,171.0
gene-PA1305,host,gene-PA1305,556.0,880.0,792.0,959.0,1719.0,956.0,521.0,917.0,709.0,514.0,734.0,745.0
gene-PA0148,host,gene-PA0148,454.0,721.0,482.0,421.0,1074.0,712.0,362.0,661.0,452.0,432.0,483.0,696.0
gene-PA1051,host,gene-PA1051,457.0,1314.0,868.0,956.0,3724.0,1055.0,733.0,1855.0,1458.0,1120.0,1814.0,926.0
gene-PA1707,host,pcrH,82.0,116.0,255.0,62.0,83.0,216.0,45.0,59.0,226.0,45.0,86.0,183.0
gene-PA0254,host,gene-PA0254,249.0,493.0,251.0,97.0,251.0,99.0,65.0,150.0,112.0,84.0,174.0,107.0
gene-PA2692,host,gene-PA2692,281.0,405.0,420.0,196.0,497.0,258.0,153.0,282.0,277.0,164.0,281.0,294.0
gene-PA1172,host,napC,104.0,294.0,125.0,115.0,334.0,157.0,77.0,149.0,127.0,87.0,111.0,143.0
gene-PA0406,host,tonB3,366.0,553.0,425.0,315.0,799.0,422.0,304.0,541.0,499.0,273.0,466.0,496.0
gene-PA3207,host,gene-PA3207,298.0,623.0,484.0,373.0,799.0,396.0,217.0,432.0,404.0,217.0,386.0,337.0
gene-PA4483,host,gatA,,,2430.0,,,,,,,,,
gene-PA4731,host,panD,204.0,254.0,253.0,219.0,799.0,649.0,215.0,459.0,326.0,245.0,350.0,505.0
gene-PA3723,host,gene-PA3723,235.0,779.0,369.0,138.0,198.0,86.0,86.0,83.0,83.0,138.0,166.0,73.0
gene-PA0570,host,gene-PA0570,100.0,147.0,108.0,103.0,200.0,172.0,106.0,140.0,129.0,74.0,118.0,138.0
gene-PA2782,host,gene-PA2782,74.0,131.0,50.0,68.0,89.0,24.0,49.0,75.0,35.0,37.0,88.0,77.0
gene-PA0506,host,gene-PA0506,1127.0,2541.0,,,,,,,,,,
gene-PA1038,host,gene-PA1038,148.0,373.0,209.0,90.0,222.0,147.0,92.0,160.0,221.0,92.0,162.0,150.0
gene-PA0553,host,gene-PA0553,656.0,863.0,751.0,355.0,1183.0,898.0,326.0,737.0,894.0,460.0,681.0,758.0
gene-PA1266,host,gene-PA1266,49.0,54.0,33.0,39.0,58.0,40.0,31.0,39.0,30.0,18.0,31.0,32.0
gene-PA2184,host,gene-PA2184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1877,host,gene-PA1877,55.0,97.0,61.0,54.0,56.0,43.0,25.0,36.0,39.0,34.0,33.0,17.0
gene-PA5213,host,gcvP1,614.0,1571.0,816.0,408.0,906.0,452.0,274.0,463.0,321.0,351.0,473.0,322.0
gene-PA2172,host,gene-PA2172,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2455,host,gene-PA2455,349.0,1047.0,450.0,433.0,689.0,404.0,260.0,436.0,287.0,292.0,403.0,371.0
gene-PA4991,host,gene-PA4991,940.0,1179.0,1118.0,861.0,2190.0,1198.0,751.0,1104.0,975.0,736.0,1077.0,1049.0
gene-PA5426,host,purE,660.0,675.0,779.0,1020.0,3081.0,2221.0,1125.0,1714.0,1127.0,1524.0,1445.0,2115.0
gene-PA2781,host,gene-PA2781,238.0,465.0,214.0,122.0,213.0,125.0,92.0,120.0,102.0,126.0,155.0,132.0
gene-PA2475,host,gene-PA2475,108.0,148.0,97.0,57.0,113.0,66.0,54.0,68.0,58.0,83.0,112.0,75.0
gene-PA4161,host,fepG,115.0,197.0,132.0,77.0,127.0,62.0,40.0,70.0,92.0,45.0,92.0,77.0
gene-PA1583,host,sdhA,,,,,,,,,,,,
gene-PA3242,host,gene-PA3242,438.0,451.0,526.0,558.0,1237.0,820.0,434.0,832.0,619.0,518.0,601.0,650.0
gene-PA2819.3,host,gene-PA2819.3,1553.0,2032.0,,,,,1455.0,,2070.0,,,
gene-PA2667,host,gene-PA2667,,2383.0,2143.0,1621.0,3581.0,2461.0,1342.0,2167.0,2263.0,,2331.0,
gene-PA3046,host,gene-PA3046,727.0,897.0,862.0,904.0,2226.0,1497.0,745.0,1626.0,1262.0,835.0,1503.0,1596.0
gene-PA3141,host,wbpM,,,,,,,,,,,,
gene-PA3906,host,gene-PA3906,163.0,123.0,122.0,103.0,201.0,540.0,199.0,152.0,382.0,189.0,192.0,312.0
gene-PA3423,host,gene-PA3423,160.0,281.0,257.0,133.0,271.0,176.0,92.0,160.0,200.0,90.0,151.0,167.0
gene-PA4501,host,opdP,1258.0,,,1055.0,1553.0,1930.0,469.0,882.0,,494.0,855.0,
gene-PA1779,host,gene-PA1779,134.0,290.0,217.0,114.0,188.0,72.0,75.0,149.0,81.0,66.0,108.0,84.0
gene-PA0429,host,gene-PA0429,,2829.0,,,3884.0,2659.0,,,,,,
gene-PA2388,host,fpvR,584.0,1243.0,588.0,545.0,1321.0,898.0,739.0,970.0,760.0,492.0,839.0,951.0
gene-PA1052,host,gene-PA1052,688.0,1984.0,1219.0,651.0,2619.0,896.0,453.0,1575.0,1016.0,721.0,1101.0,766.0
gene-PA3557,host,arnE,49.0,60.0,133.0,35.0,56.0,91.0,31.0,49.0,69.0,44.0,49.0,155.0
gene-PA4412,host,murG,1503.0,,,1714.0,3776.0,2535.0,1415.0,,,1570.0,2338.0,2349.0
gene-PA5096,host,gene-PA5096,91.0,478.0,125.0,83.0,261.0,44.0,34.0,149.0,64.0,41.0,137.0,64.0
gene-PA4552,host,pilW,1259.0,1689.0,731.0,852.0,1009.0,567.0,702.0,1148.0,951.0,746.0,1091.0,1107.0
gene-PA1597,host,gene-PA1597,1575.0,,2680.0,884.0,3132.0,357.0,189.0,1211.0,188.0,257.0,838.0,205.0
gene-PA2897,host,gene-PA2897,1235.0,,,934.0,3844.0,1263.0,801.0,1648.0,1738.0,922.0,1694.0,1432.0
gene-PA1920,host,nrdD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1828,host,gene-PA1828,498.0,827.0,897.0,260.0,1931.0,1810.0,413.0,1145.0,1684.0,288.0,799.0,576.0
gene-PA5294,host,gene-PA5294,166.0,365.0,224.0,157.0,400.0,245.0,160.0,278.0,197.0,157.0,253.0,223.0
gene-PA2027,host,gene-PA2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5515,host,gene-PA5515,332.0,485.0,501.0,265.0,568.0,295.0,191.0,357.0,462.0,191.0,288.0,360.0
gene-PA0001,host,dnaA,,,,,,,,,,,,
gene-PA0374,host,ftsE,1472.0,1858.0,1415.0,1325.0,3336.0,1931.0,1182.0,1815.0,1595.0,1098.0,1799.0,1607.0
gene-PA4714,host,gene-PA4714,1403.0,2192.0,2060.0,1133.0,1777.0,1205.0,644.0,1114.0,646.0,757.0,1143.0,670.0
gene-PA3975,host,thiD,765.0,1030.0,1008.0,741.0,1708.0,1156.0,588.0,962.0,903.0,641.0,943.0,1024.0
gene-PA1984,host,exaC,12.0,51.0,51.0,4.0,26.0,52.0,4.0,7.0,69.0,7.0,3.0,38.0
gene-PA4776,host,pmrA,154.0,292.0,249.0,86.0,146.0,121.0,95.0,104.0,161.0,100.0,147.0,178.0
gene-PA1108,host,gene-PA1108,84.0,120.0,58.0,50.0,113.0,41.0,46.0,56.0,29.0,56.0,62.0,48.0
gene-PA2840,host,gene-PA2840,1906.0,2114.0,2232.0,,,,,,,,,
gene-PA3806,host,gene-PA3806,,,,,,,,,,,,
gene-PA4847,host,accB,1828.0,2111.0,,1285.0,,,,,,,,
gene-PA2420,host,gene-PA2420,52.0,55.0,36.0,44.0,54.0,33.0,30.0,44.0,37.0,40.0,45.0,30.0
gene-PA5566,host,gene-PA5566,89.0,203.0,120.0,57.0,132.0,49.0,34.0,63.0,64.0,54.0,81.0,80.0
gene-PA4346,host,gene-PA4346,175.0,354.0,274.0,112.0,181.0,55.0,38.0,96.0,43.0,53.0,65.0,63.0
gene-PA2721,host,gene-PA2721,68.0,144.0,87.0,39.0,67.0,20.0,29.0,16.0,37.0,29.0,59.0,27.0
gene-PA0115,host,gene-PA0115,473.0,372.0,739.0,440.0,475.0,366.0,217.0,299.0,358.0,220.0,285.0,339.0
gene-PA2079,host,gene-PA2079,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA3690,host,gene-PA3690,452.0,667.0,497.0,271.0,523.0,404.0,399.0,325.0,625.0,563.0,817.0,743.0
gene-PA3651,host,cdsA,1414.0,968.0,1167.0,1477.0,2231.0,,,2559.0,,,,
gene-PA4025,host,gene-PA4025,113.0,261.0,158.0,117.0,207.0,114.0,82.0,133.0,142.0,101.0,91.0,125.0
gene-PA1747,host,gene-PA1747,1005.0,,,,,1776.0,640.0,1840.0,846.0,382.0,892.0,535.0
gene-PA2838,host,gene-PA2838,55.0,116.0,62.0,29.0,46.0,56.0,32.0,53.0,49.0,36.0,58.0,47.0
gene-PA2307,host,gene-PA2307,34.0,45.0,24.0,19.0,29.0,12.0,16.0,25.0,19.0,29.0,30.0,21.0
gene-PA3824,host,queA,657.0,798.0,765.0,1677.0,3157.0,2373.0,,2246.0,1020.0,1393.0,1453.0,1865.0
gene-PA1832,host,gene-PA1832,1165.0,2555.0,,834.0,1997.0,987.0,596.0,1103.0,799.0,665.0,1039.0,786.0
gene-PA3181,host,gene-PA3181,626.0,518.0,1708.0,542.0,938.0,1584.0,,631.0,802.0,,,1841.0
gene-PA0316,host,serA,,,,,,,,,,,,
gene-PA1282,host,gene-PA1282,99.0,178.0,140.0,101.0,170.0,73.0,69.0,78.0,122.0,98.0,99.0,140.0
gene-PA2257,host,pvcD,26.0,38.0,32.0,15.0,20.0,16.0,16.0,18.0,10.0,10.0,19.0,20.0
gene-PA1179,host,phoP,1094.0,1431.0,1961.0,788.0,1340.0,1502.0,731.0,889.0,1908.0,1267.0,1516.0,
gene-PA1101,host,fliF,,,2657.0,,3011.0,1734.0,1373.0,1723.0,1578.0,1618.0,1751.0,1195.0
gene-PA1201,host,gene-PA1201,200.0,389.0,253.0,127.0,325.0,274.0,123.0,214.0,284.0,117.0,202.0,195.0
gene-PA3031.1,host,gene-PA3031.1,16.0,58.0,52.0,31.0,42.0,21.0,14.0,55.0,25.0,18.0,20.0,37.0
gene-PA4815,host,gene-PA4815,162.0,166.0,203.0,134.0,328.0,217.0,91.0,186.0,169.0,123.0,165.0,170.0
gene-PA4907,host,gene-PA4907,1143.0,1210.0,1036.0,805.0,3122.0,1120.0,691.0,1521.0,916.0,676.0,1210.0,825.0
gene-PA3215,host,gene-PA3215,592.0,997.0,783.0,403.0,740.0,484.0,313.0,459.0,521.0,325.0,514.0,455.0
gene-PA4543,host,gene-PA4543,554.0,675.0,465.0,607.0,1305.0,927.0,540.0,762.0,606.0,574.0,695.0,704.0
gene-PA2398,host,fpvA,206.0,477.0,386.0,127.0,261.0,360.0,259.0,173.0,1457.0,180.0,406.0,
gene-PA5074,host,gene-PA5074,600.0,642.0,542.0,414.0,1614.0,1240.0,525.0,847.0,844.0,592.0,903.0,859.0
gene-PA0198,host,exbB1,110.0,363.0,331.0,169.0,201.0,39.0,26.0,72.0,61.0,40.0,56.0,24.0
gene-PA4063,host,gene-PA4063,103.0,157.0,297.0,204.0,340.0,142.0,79.0,331.0,219.0,55.0,94.0,68.0
gene-PA0759,host,gene-PA0759,520.0,879.0,632.0,299.0,889.0,558.0,351.0,430.0,548.0,335.0,540.0,511.0
gene-PA1347,host,gene-PA1347,42.0,146.0,57.0,19.0,46.0,21.0,9.0,16.0,28.0,21.0,16.0,17.0
gene-PA4067,host,oprG,,,,,,,,,,,,
gene-PA4262,host,rplD,,,,,,,,,,,,
gene-PA5072,host,gene-PA5072,732.0,859.0,852.0,749.0,1867.0,1006.0,595.0,849.0,427.0,649.0,721.0,776.0
gene-PA5421,host,fdhA,137.0,446.0,146.0,104.0,334.0,52.0,64.0,143.0,57.0,80.0,108.0,75.0
gene-PA1448,host,fliR,247.0,386.0,339.0,260.0,444.0,305.0,156.0,318.0,180.0,185.0,232.0,183.0
gene-PA5314,host,gene-PA5314,227.0,442.0,320.0,262.0,653.0,407.0,285.0,478.0,249.0,285.0,367.0,383.0
gene-PA0985,host,pyoS5,372.0,417.0,1509.0,307.0,388.0,1350.0,210.0,248.0,1292.0,196.0,282.0,1533.0
gene-PA2254,host,pvcA,30.0,44.0,29.0,18.0,39.0,17.0,18.0,19.0,45.0,27.0,34.0,30.0
gene-PA3414,host,gene-PA3414,482.0,1262.0,578.0,428.0,848.0,490.0,410.0,417.0,420.0,360.0,449.0,523.0
gene-PA0944,host,purN,1073.0,1465.0,1503.0,1154.0,,,1532.0,1852.0,1619.0,1573.0,1917.0,
gene-PA4390,host,gene-PA4390,286.0,388.0,356.0,270.0,993.0,787.0,360.0,527.0,349.0,509.0,500.0,853.0
gene-PA0037,host,trpI,211.0,380.0,238.0,128.0,247.0,140.0,129.0,131.0,347.0,254.0,190.0,354.0
gene-PA3356,host,gene-PA3356,1522.0,,,748.0,1380.0,943.0,670.0,884.0,2152.0,807.0,1366.0,1302.0
gene-PA2284,host,gene-PA2284,215.0,338.0,150.0,164.0,252.0,189.0,430.0,142.0,196.0,267.0,301.0,758.0
gene-PA0605,host,gene-PA0605,128.0,363.0,192.0,107.0,218.0,112.0,84.0,146.0,387.0,132.0,191.0,244.0
gene-PA2675,host,gene-PA2675,29.0,48.0,36.0,26.0,49.0,20.0,17.0,31.0,39.0,22.0,25.0,27.0
gene-PA5318,host,gene-PA5318,291.0,696.0,443.0,221.0,429.0,192.0,157.0,257.0,236.0,156.0,271.0,163.0
gene-PA0999,host,pqsD,80.0,155.0,108.0,60.0,125.0,72.0,42.0,72.0,65.0,50.0,87.0,90.0
gene-PA5004,host,gene-PA5004,,,,,,,,,,,,
gene-PA4458,host,gene-PA4458,1345.0,2142.0,2042.0,1717.0,3763.0,2183.0,1375.0,1986.0,1760.0,1357.0,1655.0,2051.0
gene-PA3926,host,gene-PA3926,126.0,144.0,92.0,180.0,251.0,155.0,166.0,277.0,175.0,99.0,243.0,643.0
gene-PA5089,host,gene-PA5089,412.0,370.0,284.0,293.0,413.0,234.0,301.0,325.0,194.0,314.0,332.0,202.0
gene-PA1083,host,flgH,749.0,1422.0,2127.0,804.0,1234.0,744.0,520.0,495.0,845.0,614.0,717.0,560.0
gene-PA0847,host,gene-PA0847,245.0,539.0,361.0,151.0,279.0,140.0,174.0,,,152.0,445.0,653.0
gene-PA2349,host,gene-PA2349,33.0,37.0,22.0,25.0,20.0,16.0,4.0,18.0,4.0,13.0,15.0,18.0
gene-PA2930,host,gene-PA2930,287.0,964.0,478.0,186.0,475.0,267.0,168.0,241.0,255.0,164.0,266.0,252.0
gene-PA0055,host,gene-PA0055,414.0,669.0,467.0,367.0,806.0,365.0,259.0,480.0,486.0,338.0,417.0,470.0
gene-PA1674,host,folE2,,,,1680.0,3382.0,2174.0,1132.0,2052.0,1613.0,1473.0,1711.0,1753.0
gene-PA3517,host,gene-PA3517,46.0,82.0,52.0,37.0,78.0,74.0,31.0,42.0,47.0,40.0,58.0,54.0
gene-PA4492,host,gene-PA4492,934.0,1084.0,1640.0,1007.0,1429.0,1742.0,933.0,1036.0,1165.0,963.0,1199.0,1404.0
gene-PA1576,host,gene-PA1576,586.0,1091.0,632.0,370.0,862.0,409.0,250.0,529.0,488.0,311.0,455.0,394.0
gene-PA2352,host,gene-PA2352,129.0,213.0,163.0,129.0,419.0,336.0,212.0,355.0,335.0,265.0,381.0,502.0
gene-PA0891,host,gene-PA0891,614.0,1018.0,826.0,870.0,2564.0,2340.0,920.0,1396.0,1570.0,1060.0,1489.0,1435.0
gene-PA4070,host,gene-PA4070,244.0,782.0,225.0,124.0,307.0,75.0,61.0,93.0,84.0,99.0,161.0,61.0
gene-PA0739,host,gene-PA0739,135.0,281.0,168.0,78.0,187.0,97.0,54.0,81.0,96.0,88.0,95.0,97.0
gene-PA4791,host,gene-PA4791,310.0,924.0,518.0,215.0,448.0,265.0,154.0,232.0,210.0,177.0,321.0,230.0
gene-PA3345,host,gene-PA3345,177.0,419.0,428.0,261.0,610.0,428.0,161.0,363.0,248.0,227.0,289.0,275.0
gene-PA0336,host,ygdP,,,,1211.0,3439.0,2322.0,1225.0,2053.0,,1524.0,,2228.0
gene-PA0080,host,gene-PA0080,287.0,224.0,296.0,168.0,208.0,512.0,267.0,201.0,478.0,270.0,364.0,825.0
gene-PA3551,host,algA,102.0,229.0,165.0,82.0,176.0,95.0,44.0,112.0,67.0,55.0,79.0,65.0
gene-PA5078,host,gene-PA5078,,,,,,,,,,,,
gene-PA3724,host,lasB,232.0,307.0,139.0,104.0,199.0,148.0,89.0,142.0,114.0,85.0,96.0,85.0
gene-PA0496,host,gene-PA0496,146.0,406.0,452.0,109.0,366.0,658.0,316.0,443.0,503.0,183.0,949.0,1640.0
gene-PA3847,host,gene-PA3847,152.0,228.0,172.0,128.0,238.0,170.0,91.0,140.0,202.0,116.0,149.0,152.0
gene-PA3340,host,gene-PA3340,945.0,1350.0,1193.0,1211.0,2200.0,2444.0,1067.0,1677.0,1861.0,1264.0,1454.0,2115.0
gene-PA2973,host,gene-PA2973,,,1993.0,,,,,,,,,
gene-PA1754,host,cysB,1346.0,,2304.0,1331.0,3059.0,1495.0,796.0,1563.0,1314.0,876.0,1150.0,1158.0
gene-PA4062,host,gene-PA4062,365.0,969.0,483.0,226.0,723.0,286.0,131.0,385.0,315.0,165.0,299.0,217.0
gene-PA2226,host,gene-PA2226,74.0,241.0,87.0,88.0,271.0,57.0,33.0,120.0,41.0,51.0,66.0,25.0
gene-PA4415,host,mraY,1449.0,,,,,,1503.0,,,1601.0,2067.0,
gene-PA5528,host,gene-PA5528,1780.0,,,,,,,,,,,
gene-PA1060,host,gene-PA1060,344.0,1160.0,751.0,344.0,975.0,444.0,244.0,569.0,453.0,233.0,499.0,412.0
gene-PA0613,host,gene-PA0613,840.0,829.0,841.0,635.0,793.0,867.0,582.0,494.0,810.0,519.0,528.0,919.0
gene-PA0117,host,gene-PA0117,68.0,170.0,108.0,40.0,83.0,84.0,26.0,52.0,99.0,60.0,40.0,120.0
gene-PA0333,host,gene-PA0333,490.0,566.0,489.0,342.0,756.0,678.0,278.0,508.0,511.0,274.0,446.0,617.0
gene-PA5280,host,sss,630.0,852.0,660.0,381.0,950.0,719.0,369.0,716.0,649.0,390.0,635.0,559.0
gene-PA4228,host,pchD,29.0,54.0,38.0,35.0,35.0,25.0,27.0,26.0,45.0,31.0,36.0,41.0
gene-PA0618,host,gene-PA0618,1249.0,788.0,2273.0,650.0,714.0,2175.0,515.0,408.0,2067.0,534.0,549.0,2369.0
gene-PA3228,host,gene-PA3228,948.0,1769.0,1109.0,848.0,2646.0,887.0,489.0,972.0,591.0,466.0,744.0,814.0
gene-PA1937,host,gene-PA1937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
gene-PA4647,host,uraA,637.0,933.0,766.0,620.0,1978.0,1932.0,1016.0,1198.0,1297.0,1077.0,1354.0,1691.0
gene-PA1581,host,sdhC,,,,,,,,,,,,
gene-PA2141,host,gene-PA2141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA2900,host,gene-PA2900,692.0,822.0,583.0,805.0,1966.0,1228.0,682.0,1300.0,768.0,708.0,1060.0,1026.0
gene-PA3085,host,gene-PA3085,664.0,836.0,898.0,631.0,1240.0,854.0,472.0,702.0,605.0,518.0,692.0,709.0
gene-PA1175,host,napD,104.0,291.0,100.0,53.0,53.0,16.0,35.0,34.0,54.0,83.0,83.0,30.0
gene-PA1921,host,gene-PA1921,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA1948,host,rbsC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA0623,host,gene-PA0623,1666.0,831.0,,706.0,615.0,2147.0,601.0,317.0,1882.0,473.0,422.0,2399.0
gene-PA2580,host,gene-PA2580,145.0,228.0,132.0,80.0,211.0,104.0,80.0,103.0,96.0,99.0,112.0,113.0
gene-PA5560,host,atpB,,,,,,,,,,,,
gene-PA5546,host,gene-PA5546,1155.0,,2148.0,471.0,981.0,287.0,349.0,2288.0,,607.0,1194.0,951.0
gene-PA0019,host,def,1938.0,,,1643.0,3833.0,2286.0,1229.0,2245.0,1788.0,1704.0,2193.0,2284.0
gene-PA3372,host,gene-PA3372,154.0,256.0,160.0,140.0,312.0,186.0,73.0,178.0,156.0,93.0,159.0,140.0
gene-PA1878,host,gene-PA1878,100.0,131.0,90.0,78.0,149.0,74.0,46.0,77.0,61.0,46.0,82.0,57.0
gene-PA2217,host,gene-PA2217,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
gene-PA4702,host,gene-PA4702,147.0,309.0,184.0,98.0,155.0,112.0,91.0,85.0,89.0,99.0,88.0,95.0
gene-PA1599,host,gene-PA1599,227.0,543.0,571.0,230.0,835.0,266.0,195.0,307.0,146.0,270.0,333.0,591.0
gene-PA1910,host,femA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
gene-PA3496,host,gene-PA3496,183.0,266.0,342.0,91.0,250.0,176.0,112.0,469.0,435.0,271.0,287.0,252.0
gene-PA2144,host,glgP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gene-PA5510,host,gene-PA5510,400.0,886.0,767.0,334.0,674.0,360.0,154.0,363.0,418.0,254.0,306.0,484.0
gene-PA5180,host,gene-PA5180,461.0,952.0,720.0,329.0,535.0,211.0,222.0,253.0,305.0,192.0,296.0,507.0
gene-PA0311,host,gene-PA0311,124.0,246.0,201.0,194.0,216.0,119.0,71.0,170.0,117.0,76.0,88.0,67.0
gene-PA4037,host,gene-PA4037,56.0,129.0,66.0,32.0,57.0,31.0,17.0,52.0,30.0,21.0,36.0,26.0
gene-PA0863,host,gene-PA0863,191.0,412.0,363.0,116.0,254.0,139.0,91.0,125.0,232.0,88.0,162.0,151.0
gene-PA2979,host,kdsB,1378.0,1411.0,945.0,1267.0,3085.0,1933.0,1244.0,2187.0,1502.0,1096.0,1523.0,1888.0
gene-PA5057,host,phaD,288.0,817.0,404.0,275.0,554.0,200.0,113.0,316.0,170.0,133.0,202.0,157.0
gene-PA2700,host,opdB,67.0,96.0,40.0,42.0,148.0,51.0,29.0,86.0,35.0,55.0,53.0,40.0
gene-PA3374,host,gene-PA3374,147.0,257.0,187.0,95.0,244.0,174.0,89.0,138.0,153.0,104.0,181.0,132.0
