Geneid,Entity,Symbol,5_R1,5_R2,15_R1,15_R2,35_R1,35_R2
gene-PA0574.1,host,gene-PA0574.1,21.0,15.0,6.0,11.0,0.0,3.0
gene-PA1769,host,gene-PA1769,17.0,18.0,10.0,10.0,7.0,7.0
gene-PA0924,host,gene-PA0924,14.0,14.0,8.0,10.0,3.0,8.0
gene-PA5383,host,gene-PA5383,14.0,9.0,1.0,11.0,0.0,15.0
gene-PA0458,host,gene-PA0458,18.0,9.0,3.0,17.0,2.0,12.0
gene-PA1303,host,gene-PA1303,6.0,6.0,1.0,2.0,0.0,3.0
gene-PA2959,host,gene-PA2959,22.0,13.0,4.0,5.0,3.0,6.0
gene-PA3045,host,gene-PA3045,4.0,4.0,2.0,5.0,0.0,2.0
gene-PHIKZ062,phage,gene-PHIKZ062,0.0,2.0,,,,
gene-PA0307,host,gene-PA0307,9.0,8.0,4.0,2.0,0.0,5.0
gene-PA3764,host,gene-PA3764,26.0,25.0,7.0,18.0,0.0,11.0
gene-PA2394,host,pvdN,10.0,9.0,3.0,6.0,2.0,3.0
gene-PA4249,host,rpsH,,,,,,
gene-PA0394,host,gene-PA0394,13.0,15.0,8.0,13.0,8.0,9.0
gene-PA3106,host,gene-PA3106,13.0,13.0,2.0,5.0,2.0,3.0
gene-PA4314,host,purU1,13.0,9.0,9.0,13.0,5.0,9.0
gene-PA1755,host,gene-PA1755,5.0,5.0,7.0,3.0,2.0,0.0
gene-PA3835,host,gene-PA3835,3.0,2.0,2.0,2.0,0.0,4.0
gene-PA4874,host,gene-PA4874,10.0,5.0,1.0,6.0,2.0,2.0
gene-PA0222,host,gene-PA0222,17.0,11.0,2.0,8.0,0.0,12.0
gene-PA5406,host,gene-PA5406,18.0,16.0,11.0,4.0,0.0,4.0
gene-PA1591,host,gene-PA1591,11.0,8.0,2.0,4.0,0.0,5.0
gene-PA5398,host,dgcA,29.0,25.0,3.0,22.0,5.0,20.0
gene-PA2920,host,gene-PA2920,10.0,13.0,0.0,8.0,8.0,8.0
gene-PA2291,host,gene-PA2291,12.0,6.0,7.0,4.0,2.0,8.0
gene-PA3547,host,algL,12.0,4.0,2.0,8.0,0.0,7.0
gene-PA3778,host,gene-PA3778,7.0,10.0,3.0,5.0,3.0,4.0
gene-PA4521,host,gene-PA4521,7.0,6.0,2.0,5.0,1.0,7.0
gene-PA0480,host,gene-PA0480,1.0,5.0,0.0,4.0,0.0,7.0
gene-PA3068,host,gdhB,,,15.0,,,
gene-PA4608,host,gene-PA4608,6.0,4.0,1.0,1.0,0.0,4.0
gene-PA1650,host,gene-PA1650,3.0,2.0,1.0,5.0,1.0,2.0
gene-PA4961,host,gene-PA4961,,30.0,9.0,22.0,4.0,8.0
gene-PA0567,host,gene-PA0567,2.0,1.0,3.0,3.0,0.0,4.0
gene-PA2067,host,gene-PA2067,8.0,3.0,2.0,3.0,0.0,2.0
gene-PA1952,host,gene-PA1952,6.0,1.0,0.0,5.0,1.0,2.0
gene-PA0011,host,gene-PA0011,21.0,14.0,10.0,5.0,1.0,12.0
gene-PA0217,host,gene-PA0217,10.0,10.0,9.0,16.0,1.0,9.0
gene-PA0895,host,aruC,32.0,29.0,,20.0,,14.0
gene-PA1354,host,gene-PA1354,2.0,3.0,1.0,2.0,0.0,1.0
gene-PA4690.3,host,gene-PA4690.3,,,,,9.0,12.0
gene-PA3112,host,accD,,33.0,13.0,13.0,4.0,7.0
gene-PA2950,host,gene-PA2950,,,6.0,21.0,9.0,9.0
gene-PA2816,host,gene-PA2816,2.0,3.0,0.0,3.0,0.0,2.0
gene-PA4235,host,bfrA,13.0,8.0,5.0,10.0,2.0,2.0
gene-PA0454,host,gene-PA0454,34.0,24.0,11.0,,5.0,15.0
gene-PA1254,host,gene-PA1254,6.0,11.0,1.0,3.0,2.0,5.0
gene-PA5474,host,gene-PA5474,20.0,17.0,11.0,20.0,2.0,15.0
gene-PA2825,host,ospR,6.0,3.0,1.0,2.0,0.0,1.0
gene-PA1008,host,bcp,15.0,14.0,4.0,5.0,1.0,1.0
gene-PA2601,host,gene-PA2601,1.0,3.0,1.0,5.0,1.0,1.0
gene-PA1424,host,gene-PA1424,6.0,4.0,1.0,4.0,0.0,5.0
gene-PA2583,host,gene-PA2583,35.0,16.0,7.0,15.0,5.0,13.0
gene-PA5131,host,pgm,,20.0,,22.0,8.0,13.0
gene-PA3431,host,gene-PA3431,10.0,8.0,6.0,4.0,0.0,4.0
gene-PA5436,host,gene-PA5436,16.0,11.0,8.0,13.0,4.0,8.0
gene-PA0804,host,gene-PA0804,7.0,3.0,1.0,7.0,1.0,2.0
gene-PA1041,host,gene-PA1041,10.0,8.0,4.0,6.0,2.0,1.0
gene-PA0905.1,host,gene-PA0905.1,,,,,,
gene-PA1888,host,gene-PA1888,17.0,14.0,1.0,16.0,1.0,5.0
gene-PA1442,host,gene-PA1442,17.0,11.0,2.0,3.0,0.0,4.0
gene-PA0638,host,gene-PA0638,7.0,6.0,1.0,1.0,0.0,3.0
gene-PA4997,host,msbA,37.0,,11.0,22.0,,16.0
gene-PA0595,host,ostA,,,,,,
gene-PA0478,host,gene-PA0478,3.0,7.0,2.0,7.0,1.0,2.0
gene-PA4897,host,gene-PA4897,34.0,,13.0,,5.0,20.0
gene-PA2719,host,gene-PA2719,3.0,0.0,1.0,3.0,0.0,2.0
gene-PA3028,host,moeA2,13.0,11.0,2.0,4.0,3.0,4.0
gene-PA1334,host,gene-PA1334,11.0,4.0,0.0,4.0,2.0,4.0
gene-PA0137,host,gene-PA0137,12.0,11.0,2.0,10.0,3.0,12.0
gene-PA4307,host,pctC,26.0,13.0,9.0,11.0,1.0,22.0
gene-PA0477,host,gene-PA0477,11.0,8.0,3.0,14.0,3.0,12.0
gene-PA2112,host,gene-PA2112,4.0,1.0,3.0,1.0,0.0,0.0
gene-PA3241,host,gene-PA3241,14.0,13.0,3.0,5.0,1.0,8.0
gene-PA0823,host,gene-PA0823,4.0,3.0,3.0,4.0,0.0,3.0
gene-PA2447,host,gene-PA2447,1.0,7.0,0.0,1.0,0.0,2.0
gene-PA1665,host,gene-PA1665,1.0,4.0,1.0,2.0,0.0,9.0
gene-PA4918,host,gene-PA4918,18.0,6.0,3.0,17.0,6.0,7.0
gene-PA0424,host,mexR,5.0,19.0,5.0,9.0,3.0,4.0
gene-PA0033,host,gene-PA0033,5.0,4.0,1.0,1.0,2.0,2.0
gene-PA2152,host,gene-PA2152,24.0,19.0,13.0,15.0,9.0,20.0
gene-PA4700,host,mrcB,,,14.0,16.0,,12.0
gene-PA5547,host,gene-PA5547,9.0,10.0,4.0,6.0,3.0,4.0
gene-PA4200,host,gene-PA4200,5.0,9.0,2.0,6.0,2.0,8.0
gene-PA3366,host,amiE,24.0,20.0,9.0,11.0,5.0,12.0
gene-PA2125,host,gene-PA2125,11.0,2.0,1.0,4.0,1.0,3.0
gene-PA3973,host,gene-PA3973,6.0,5.0,4.0,3.0,0.0,2.0
gene-PA2701,host,gene-PA2701,6.0,2.0,0.0,6.0,0.0,6.0
gene-PA1605,host,gene-PA1605,7.0,7.0,2.0,6.0,3.0,5.0
gene-PA0026,host,plcB,14.0,17.0,2.0,12.0,3.0,13.0
gene-PA2075,host,gene-PA2075,5.0,12.0,0.0,13.0,2.0,2.0
gene-PA4479,host,mreD,11.0,7.0,5.0,5.0,0.0,6.0
gene-PA3607,host,potA,16.0,8.0,5.0,6.0,2.0,5.0
gene-PA2808,host,ptrA,1.0,1.0,0.0,2.0,0.0,1.0
gene-PA0736,host,gene-PA0736,19.0,5.0,3.0,4.0,2.0,10.0
gene-PA0007,host,gene-PA0007,12.0,16.0,8.0,11.0,2.0,7.0
gene-PA4968,host,gene-PA4968,28.0,20.0,12.0,19.0,4.0,9.0
gene-PA1865,host,gene-PA1865,16.0,13.0,6.0,8.0,3.0,8.0
gene-PA5435,host,gene-PA5435,21.0,15.0,6.0,20.0,8.0,
gene-PA5298,host,gene-PA5298,31.0,16.0,7.0,14.0,2.0,5.0
gene-PA5257,host,gene-PA5257,28.0,21.0,1.0,5.0,5.0,9.0
gene-PA4397,host,panE,10.0,4.0,1.0,7.0,0.0,3.0
gene-PA5221,host,gene-PA5221,22.0,19.0,5.0,10.0,2.0,9.0
gene-PA3298,host,gene-PA3298,4.0,2.0,1.0,0.0,0.0,1.0
gene-PA3273,host,gene-PA3273,2.0,2.0,1.0,0.0,0.0,2.0
gene-PA3774,host,gene-PA3774,2.0,4.0,1.0,3.0,0.0,3.0
gene-PA1112b,host,gene-PA1112b,30.0,30.0,14.0,13.0,1.0,10.0
gene-PA2220,host,gene-PA2220,9.0,8.0,1.0,3.0,0.0,2.0
gene-PHIKZ224,phage,gene-PHIKZ224,,31.0,,,,
gene-PA2595,host,gene-PA2595,1.0,3.0,0.0,2.0,0.0,6.0
gene-PA4341,host,gene-PA4341,12.0,4.0,1.0,8.0,0.0,3.0
gene-PHIKZ_p58,phage,gene-PHIKZ_p58,27.0,20.0,,,10.0,
gene-PA1649,host,gene-PA1649,3.0,4.0,0.0,5.0,1.0,0.0
gene-PA4967,host,parE,,34.0,9.0,20.0,0.0,13.0
gene-PA4827,host,gene-PA4827,9.0,10.0,3.0,6.0,1.0,4.0
gene-PA3378,host,gene-PA3378,11.0,7.0,4.0,4.0,0.0,7.0
gene-PA5146,host,gene-PA5146,33.0,,,,10.0,
gene-PA4659,host,gene-PA4659,2.0,1.0,2.0,8.0,1.0,7.0
gene-PA4247,host,rplR,,,,,,23.0
gene-PA0450,host,gene-PA0450,12.0,19.0,4.0,19.0,4.0,12.0
gene-PA3428,host,gene-PA3428,2.0,1.0,1.0,0.0,1.0,1.0
gene-PA1491,host,gene-PA1491,6.0,13.0,4.0,4.0,2.0,2.0
gene-PA4490,host,gene-PA4490,9.0,5.0,1.0,7.0,0.0,3.0
gene-PA2867,host,gene-PA2867,15.0,10.0,9.0,9.0,8.0,12.0
gene-PA4480,host,mreC,19.0,14.0,3.0,8.0,5.0,8.0
gene-PA0667,host,gene-PA0667,,,15.0,18.0,3.0,19.0
gene-PA2491,host,gene-PA2491,13.0,15.0,5.0,9.0,2.0,7.0
gene-PA4516,host,gene-PA4516,6.0,3.0,0.0,3.0,0.0,18.0
gene-PA1019,host,mucK,7.0,6.0,3.0,3.0,5.0,5.0
gene-PA0799,host,gene-PA0799,22.0,20.0,7.0,12.0,2.0,11.0
gene-PA4816,host,gene-PA4816,10.0,15.0,3.0,8.0,0.0,11.0
gene-PA4891,host,ureE,6.0,6.0,0.0,5.0,2.0,5.0
gene-PA5559,host,atpE,,,13.0,16.0,6.0,7.0
gene-PHIKZ155,phage,gene-PHIKZ155,22.0,25.0,,,,
gene-PA0917,host,kup,38.0,17.0,2.0,9.0,0.0,10.0
gene-PA1531,host,gene-PA1531,10.0,7.0,1.0,4.0,2.0,4.0
gene-PA3571,host,mmsR,9.0,7.0,5.0,6.0,1.0,5.0
gene-PA1473,host,gene-PA1473,2.0,0.0,0.0,1.0,0.0,0.0
gene-PA0267,host,gene-PA0267,13.0,17.0,1.0,12.0,2.0,10.0
gene-PA3703,host,wspF,7.0,10.0,4.0,4.0,0.0,5.0
gene-PA1877,host,gene-PA1877,10.0,11.0,5.0,12.0,1.0,6.0
gene-PA4554,host,pilY1,36.0,31.0,12.0,24.0,10.0,21.0
gene-PA5498,host,gene-PA5498,13.0,7.0,2.0,3.0,1.0,11.0
gene-PHIKZ_p87,phage,gene-PHIKZ_p87,8.0,5.0,,,,
gene-PA1984,host,exaC,13.0,10.0,5.0,15.0,1.0,8.0
gene-PA2243,host,pslM,12.0,11.0,1.0,8.0,1.0,5.0
gene-PA3995,host,gene-PA3995,6.0,8.0,1.0,5.0,0.0,4.0
gene-PA2769,host,gene-PA2769,3.0,6.0,1.0,1.0,1.0,0.0
gene-PA5249,host,gene-PA5249,5.0,7.0,2.0,0.0,5.0,6.0
gene-PA3655,host,tsf,,,,,4.0,13.0
gene-PA0180,host,cttP,25.0,14.0,6.0,12.0,1.0,15.0
gene-PA3821,host,secD,,,12.0,16.0,3.0,13.0
gene-PA1832,host,gene-PA1832,13.0,9.0,5.0,6.0,3.0,5.0
gene-PA0049,host,gene-PA0049,30.0,17.0,2.0,10.0,2.0,13.0
gene-PA5105,host,hutC,6.0,6.0,2.0,5.0,1.0,5.0
gene-PA2104,host,gene-PA2104,16.0,16.0,4.0,9.0,0.0,6.0
gene-PA2222,host,gene-PA2222,6.0,3.0,1.0,2.0,0.0,0.0
gene-PA1046,host,gene-PA1046,25.0,12.0,3.0,,4.0,18.0
gene-PA2034,host,gene-PA2034,3.0,1.0,0.0,4.0,0.0,0.0
gene-PA3679,host,gene-PA3679,11.0,6.0,5.0,7.0,6.0,6.0
gene-PA2349,host,gene-PA2349,12.0,5.0,2.0,6.0,1.0,3.0
gene-PA0914,host,gene-PA0914,2.0,1.0,0.0,2.0,0.0,3.0
gene-PA1300,host,gene-PA1300,1.0,2.0,1.0,1.0,1.0,2.0
gene-PA1948,host,rbsC,15.0,9.0,2.0,10.0,0.0,5.0
gene-PA0788a,host,gene-PA0788a,1.0,0.0,0.0,2.0,2.0,1.0
gene-PA0329,host,gene-PA0329,7.0,14.0,,23.0,,13.0
gene-PA0875,host,gene-PA0875,27.0,19.0,5.0,15.0,2.0,
gene-PA2369,host,gene-PA2369,10.0,6.0,3.0,6.0,0.0,7.0
gene-PA0062,host,gene-PA0062,4.0,3.0,2.0,4.0,4.0,4.0
gene-PA0786,host,gene-PA0786,1.0,1.0,0.0,1.0,1.0,2.0
gene-PA5300,host,cycB,,,,23.0,4.0,8.0
gene-PA0353,host,ilvD,35.0,26.0,8.0,,6.0,23.0
gene-PA1262,host,gene-PA1262,9.0,4.0,1.0,10.0,3.0,9.0
gene-PA0515,host,gene-PA0515,6.0,2.0,0.0,7.0,0.0,6.0
gene-PA3327,host,gene-PA3327,,,14.0,,4.0,
gene-PA2036,host,gene-PA2036,11.0,10.0,1.0,2.0,1.0,4.0
gene-PA0240,host,gene-PA0240,16.0,8.0,4.0,14.0,1.0,16.0
gene-PA0721,host,gene-PA0721,0.0,0.0,0.0,1.0,0.0,2.0
gene-PA0671,host,gene-PA0671,5.0,7.0,0.0,3.0,4.0,16.0
gene-PA0174,host,gene-PA0174,6.0,9.0,6.0,5.0,1.0,5.0
gene-PA4769,host,gene-PA4769,20.0,14.0,2.0,5.0,5.0,5.0
gene-PHIKZ094,phage,gene-PHIKZ094,12.0,10.0,,,,
gene-PA4465,host,gene-PA4465,38.0,25.0,,8.0,2.0,8.0
gene-PA3410,host,gene-PA3410,8.0,8.0,2.0,6.0,0.0,4.0
gene-PA4166,host,gene-PA4166,6.0,3.0,0.0,4.0,1.0,
gene-PA1187,host,gene-PA1187,7.0,9.0,3.0,10.0,2.0,8.0
gene-PA0354,host,gene-PA0354,17.0,22.0,5.0,8.0,0.0,6.0
gene-PA0879,host,gene-PA0879,7.0,8.0,0.0,3.0,1.0,2.0
gene-PHIKZ002,phage,gene-PHIKZ002,2.0,2.0,,,,
gene-PA4004,host,gene-PA4004,13.0,10.0,8.0,3.0,1.0,1.0
gene-PA0574,host,gene-PA0574,12.0,22.0,3.0,9.0,2.0,14.0
gene-PA1987,host,pqqC,9.0,5.0,4.0,4.0,2.0,3.0
gene-PA3553,host,arnC,14.0,17.0,5.0,11.0,2.0,6.0
gene-PA3769,host,guaA,,,14.0,9.0,4.0,17.0
gene-PA2994,host,nqrF,26.0,19.0,9.0,14.0,1.0,16.0
gene-PA2119,host,gene-PA2119,14.0,5.0,2.0,7.0,0.0,4.0
gene-PA2118,host,ada,9.0,14.0,2.0,2.0,0.0,2.0
gene-PA1003,host,mvfR,7.0,4.0,1.0,5.0,0.0,2.0
gene-PA4649,host,gene-PA4649,6.0,4.0,0.0,1.0,0.0,7.0
gene-PA4841,host,gene-PA4841,7.0,1.0,0.0,5.0,1.0,6.0
gene-PA4460,host,gene-PA4460,34.0,31.0,,18.0,2.0,9.0
gene-PA2614,host,lolA,17.0,16.0,3.0,7.0,3.0,1.0
gene-PA3599,host,gene-PA3599,8.0,2.0,3.0,6.0,3.0,2.0
gene-PA1330,host,gene-PA1330,5.0,4.0,1.0,6.0,1.0,4.0
gene-PA2049,host,gene-PA2049,21.0,18.0,4.0,8.0,1.0,10.0
gene-PA3716,host,gene-PA3716,26.0,15.0,5.0,16.0,2.0,12.0
gene-PA1127,host,gene-PA1127,8.0,11.0,3.0,8.0,0.0,3.0
gene-PA2035,host,gene-PA2035,5.0,8.0,3.0,5.0,2.0,4.0
gene-PA3971,host,gene-PA3971,2.0,2.0,0.0,3.0,0.0,0.0
gene-PA0274,host,gene-PA0274,4.0,2.0,1.0,7.0,1.0,5.0
gene-PA1824,host,gene-PA1824,7.0,14.0,2.0,4.0,0.0,3.0
gene-PA4640,host,mqoB,31.0,11.0,12.0,11.0,8.0,
gene-PA0125,host,gene-PA0125,10.0,5.0,1.0,3.0,1.0,1.0
gene-PA2752,host,gene-PA2752,3.0,3.0,0.0,1.0,4.0,3.0
gene-PA1404,host,gene-PA1404,2.0,2.0,1.0,1.0,0.0,2.0
gene-PA2993,host,gene-PA2993,27.0,16.0,0.0,7.0,3.0,4.0
gene-PHIKZ124,phage,gene-PHIKZ124,,,,,,
gene-PA4330,host,gene-PA4330,7.0,7.0,0.0,8.0,2.0,1.0
gene-PA4985,host,gene-PA4985,8.0,7.0,6.0,9.0,2.0,9.0
gene-PA2386,host,pvdA,7.0,11.0,4.0,7.0,1.0,2.0
gene-PA0017,host,gene-PA0017,27.0,16.0,7.0,3.0,2.0,8.0
gene-PA1526,host,gene-PA1526,16.0,11.0,7.0,6.0,5.0,12.0
gene-PA1025,host,gene-PA1025,10.0,10.0,0.0,3.0,0.0,3.0
gene-PA5377,host,gene-PA5377,9.0,1.0,3.0,7.0,2.0,3.0
gene-PA2983,host,gene-PA2983,26.0,14.0,6.0,10.0,1.0,4.0
gene-PA4555,host,pilY2,6.0,5.0,0.0,2.0,0.0,9.0
gene-PA2514,host,antC,5.0,1.0,2.0,5.0,0.0,5.0
gene-PA4459,host,gene-PA4459,15.0,26.0,,15.0,2.0,10.0
gene-PA3609,host,potC,6.0,14.0,6.0,12.0,0.0,5.0
gene-PA3978,host,gene-PA3978,15.0,9.0,9.0,6.0,7.0,3.0
gene-PHIKZ206,phage,gene-PHIKZ206,,,,,,
gene-PA3440,host,gene-PA3440,10.0,9.0,1.0,7.0,1.0,5.0
gene-PA2529,host,gene-PA2529,16.0,11.0,2.0,8.0,4.0,7.0
gene-PA4561,host,ribF,27.0,27.0,8.0,10.0,7.0,9.0
gene-PHIKZ177,phage,gene-PHIKZ177,28.0,29.0,,,,
gene-PA3657,host,map,40.0,28.0,,21.0,2.0,8.0
gene-PA0507,host,gene-PA0507,13.0,13.0,0.0,10.0,0.0,14.0
gene-PA2437,host,gene-PA2437,3.0,1.0,0.0,4.0,0.0,0.0
gene-PA5410,host,gbcA,12.0,21.0,3.0,8.0,2.0,7.0
gene-PA0086,host,gene-PA0086,8.0,5.0,5.0,12.0,1.0,6.0
gene-PHIKZ149,phage,gene-PHIKZ149,9.0,4.0,,,,
gene-PA3776,host,gene-PA3776,9.0,7.0,1.0,9.0,1.0,4.0
gene-PA5006,host,gene-PA5006,,,,14.0,,8.0
gene-PA4736,host,gene-PA4736,3.0,11.0,2.0,3.0,0.0,1.0
gene-PA3463,host,gene-PA3463,1.0,3.0,0.0,4.0,0.0,4.0
gene-PA5134,host,gene-PA5134,31.0,,8.0,9.0,8.0,
gene-PA3158,host,wbpB,29.0,23.0,8.0,12.0,1.0,11.0
gene-PA3253,host,gene-PA3253,4.0,4.0,2.0,4.0,1.0,3.0
gene-PA0722,host,gene-PA0722,6.0,11.0,3.0,2.0,0.0,6.0
gene-PA1912,host,femI,2.0,4.0,1.0,2.0,0.0,0.0
gene-PA4979,host,gene-PA4979,10.0,17.0,3.0,12.0,0.0,5.0
gene-PA1094,host,fliD,,,,12.0,6.0,8.0
gene-PA2567,host,gene-PA2567,14.0,12.0,1.0,2.0,3.0,7.0
gene-PA3467,host,gene-PA3467,13.0,8.0,6.0,10.0,1.0,9.0
gene-PA2015,host,liuA,23.0,16.0,11.0,9.0,2.0,4.0
gene-PA4056,host,ribD,24.0,15.0,7.0,4.0,2.0,9.0
gene-PA1493,host,cysP,17.0,17.0,4.0,15.0,3.0,9.0
gene-PA4280.4,host,gene-PA4280.4,,,,,8.0,15.0
gene-PA4344,host,gene-PA4344,7.0,6.0,5.0,6.0,1.0,5.0
gene-PA4903,host,gene-PA4903,14.0,10.0,1.0,8.0,1.0,7.0
gene-PA2478,host,gene-PA2478,3.0,9.0,0.0,5.0,2.0,7.0
gene-PA4419,host,ftsL,3.0,5.0,4.0,2.0,2.0,4.0
gene-PA3448,host,gene-PA3448,5.0,6.0,0.0,6.0,0.0,1.0
gene-PA4228,host,pchD,13.0,17.0,6.0,11.0,3.0,
gene-PA3881,host,gene-PA3881,1.0,2.0,6.0,1.0,2.0,2.0
gene-PA5482,host,gene-PA5482,0.0,1.0,1.0,2.0,0.0,1.0
gene-PA4917,host,gene-PA4917,7.0,9.0,3.0,3.0,1.0,8.0
gene-PA1154,host,gene-PA1154,2.0,5.0,0.0,3.0,1.0,5.0
gene-PA0131,host,gene-PA0131,6.0,0.0,2.0,2.0,0.0,0.0
gene-PA0426,host,mexB,,,,,,
gene-PHIKZ290,phage,gene-PHIKZ290,,,,,,
gene-PA2163,host,gene-PA2163,9.0,4.0,1.0,4.0,1.0,3.0
gene-PA1432,host,lasI,,,,14.0,8.0,4.0
gene-PA0563,host,gene-PA0563,17.0,9.0,10.0,10.0,0.0,6.0
gene-PA0622,host,gene-PA0622,11.0,9.0,3.0,7.0,1.0,11.0
gene-PA1835,host,gene-PA1835,4.0,3.0,1.0,0.0,1.0,2.0
gene-PA5176,host,gene-PA5176,15.0,15.0,7.0,3.0,6.0,8.0
gene-PA2191,host,exoY,13.0,12.0,3.0,5.0,1.0,6.0
gene-PA0373,host,ftsY,31.0,,14.0,19.0,,12.0
gene-PA0736a,host,gene-PA0736a,2.0,0.0,3.0,1.0,1.0,2.0
gene-PA2065,host,pcoA,13.0,6.0,1.0,9.0,0.0,4.0
gene-PA1162,host,dapE,19.0,23.0,9.0,8.0,4.0,5.0
gene-PA1438,host,gene-PA1438,12.0,7.0,2.0,5.0,2.0,6.0
gene-PA1198,host,gene-PA1198,,,,,,11.0
gene-PA1245,host,gene-PA1245,22.0,12.0,3.0,12.0,4.0,8.0
gene-PA0569,host,gene-PA0569,4.0,3.0,0.0,1.0,1.0,2.0
gene-PA0301,host,spuE,22.0,21.0,5.0,12.0,0.0,8.0
gene-PA4061,host,gene-PA4061,14.0,10.0,8.0,3.0,1.0,3.0
gene-PA1315,host,gene-PA1315,7.0,10.0,2.0,6.0,0.0,6.0
gene-PA3153,host,wzx,11.0,19.0,1.0,10.0,0.0,2.0
gene-PA1800,host,tig,,,,,,
gene-PA2900,host,gene-PA2900,14.0,9.0,6.0,5.0,1.0,6.0
gene-PA3775,host,gene-PA3775,2.0,3.0,1.0,4.0,0.0,8.0
gene-PA4528,host,pilD,12.0,16.0,4.0,8.0,0.0,7.0
gene-PA2328,host,gene-PA2328,8.0,6.0,0.0,7.0,1.0,9.0
gene-PA4257,host,rpsC,,,,,,21.0
gene-PA2525,host,gene-PA2525,8.0,6.0,3.0,14.0,2.0,7.0
gene-PA1106,host,gene-PA1106,6.0,7.0,4.0,5.0,2.0,
gene-PHIKZ_t01,phage,gene-PHIKZ_t01,3.0,0.0,,18.0,6.0,16.0
gene-PA0022,host,gene-PA0022,7.0,3.0,4.0,2.0,2.0,6.0
gene-PA5438,host,gene-PA5438,35.0,18.0,,13.0,4.0,8.0
gene-PHIKZ_p23,phage,gene-PHIKZ_p23,5.0,4.0,7.0,4.0,1.0,
gene-PA5568,host,gene-PA5568,,,,22.0,9.0,18.0
gene-PA2634,host,aceA,18.0,13.0,10.0,7.0,5.0,7.0
gene-PA1710,host,exsC,17.0,28.0,4.0,10.0,3.0,8.0
gene-PA0726,host,gene-PA0726,18.0,15.0,1.0,8.0,3.0,12.0
gene-PA0510,host,gene-PA0510,9.0,9.0,2.0,3.0,2.0,1.0
gene-PA0847,host,gene-PA0847,40.0,14.0,7.0,9.0,4.0,13.0
gene-PA5440,host,gene-PA5440,15.0,15.0,1.0,9.0,4.0,12.0
gene-PHIKZ278,phage,gene-PHIKZ278,,,,,9.0,
gene-PA0568,host,gene-PA0568,3.0,5.0,2.0,2.0,1.0,5.0
gene-PA3567,host,gene-PA3567,13.0,11.0,4.0,4.0,2.0,5.0
gene-PA3204,host,gene-PA3204,4.0,9.0,2.0,1.0,5.0,6.0
gene-PA2000,host,dhcB,4.0,4.0,0.0,4.0,0.0,1.0
gene-PA4616,host,gene-PA4616,11.0,12.0,2.0,1.0,1.0,11.0
gene-PA4911,host,gene-PA4911,11.0,8.0,5.0,6.0,0.0,9.0
gene-PA4788,host,gene-PA4788,4.0,8.0,5.0,8.0,1.0,3.0
gene-PA2573,host,gene-PA2573,12.0,10.0,4.0,5.0,4.0,6.0
gene-PA2446,host,gcvH2,1.0,5.0,1.0,3.0,0.0,1.0
gene-PA3103,host,xcpR,17.0,10.0,4.0,17.0,3.0,3.0
gene-PA3285,host,gene-PA3285,9.0,9.0,2.0,4.0,0.0,4.0
gene-PA1554,host,ccoN1,,,,23.0,9.0,14.0
gene-PA1104,host,fliI,15.0,7.0,2.0,3.0,2.0,4.0
gene-PA3649,host,gene-PA3649,,,,,,10.0
gene-PA5136,host,gene-PA5136,20.0,18.0,7.0,14.0,2.0,16.0
gene-PA4701,host,gene-PA4701,17.0,18.0,9.0,12.0,6.0,21.0
gene-PA2264,host,gene-PA2264,7.0,7.0,4.0,3.0,2.0,5.0
gene-PA3552,host,arnB,20.0,17.0,10.0,9.0,4.0,11.0
gene-PA4682,host,gene-PA4682,11.0,1.0,2.0,8.0,3.0,9.0
gene-PA1813,host,gene-PA1813,9.0,7.0,3.0,2.0,0.0,2.0
gene-PA1648,host,gene-PA1648,8.0,6.0,0.0,7.0,4.0,4.0
gene-PA4190,host,pqsL,16.0,17.0,7.0,7.0,2.0,11.0
gene-PA2549,host,gene-PA2549,11.0,11.0,3.0,5.0,2.0,3.0
gene-PA2474,host,gene-PA2474,8.0,5.0,2.0,4.0,0.0,5.0
gene-PA2063,host,gene-PA2063,9.0,6.0,7.0,2.0,3.0,5.0
gene-PA1968,host,gene-PA1968,3.0,3.0,1.0,1.0,0.0,1.0
gene-PHIKZ_p13,phage,gene-PHIKZ_p13,,,,,,
gene-PA2026,host,gene-PA2026,7.0,4.0,0.0,2.0,0.0,5.0
gene-PA1121,host,yfiR,7.0,5.0,1.0,2.0,1.0,2.0
gene-PA5520,host,gene-PA5520,18.0,9.0,0.0,6.0,1.0,8.0
gene-PA0881,host,gene-PA0881,6.0,4.0,5.0,5.0,1.0,15.0
gene-PA5258,host,gene-PA5258,15.0,10.0,6.0,6.0,1.0,5.0
gene-PHIKZ148,phage,gene-PHIKZ148,4.0,4.0,,,,
gene-PA0272,host,gene-PA0272,17.0,14.0,6.0,9.0,2.0,4.0
gene-PA1392,host,gene-PA1392,5.0,11.0,1.0,3.0,2.0,12.0
gene-PA2441,host,gene-PA2441,4.0,4.0,0.0,0.0,0.0,1.0
gene-PA2074,host,gene-PA2074,7.0,6.0,2.0,4.0,0.0,3.0
gene-PA1410,host,gene-PA1410,7.0,6.0,1.0,5.0,1.0,3.0
gene-PHIKZ235,phage,gene-PHIKZ235,,,,,,
gene-PA3856,host,gene-PA3856,3.0,2.0,2.0,2.0,1.0,0.0
gene-PA4324,host,gene-PA4324,8.0,7.0,5.0,6.0,2.0,4.0
